name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,rating
Beyond Good & Evil,XB,2003,Adventure,Ubisoft,0.08,0.02,0.0,0.0,0.1,3.9
Beyond Good & Evil,GC,2003,Adventure,Ubisoft,0.06,0.01,0.0,0.0,0.07,3.9
Metroid II: Return of Samus,GB,1991,Adventure,Nintendo,0.85,0.31,0.56,0.04,1.76,3.1
Shenmue,DC,1999,Adventure,Sega,0.52,0.24,0.38,0.04,1.18,3.8
Crash Team Racing,PS,1999,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,4.0
Gears of War 2,X360,2008,Shooter,Microsoft Game Studios,4.15,1.92,0.06,0.64,6.76,3.7
Phoenix Wright: Ace Attorney - Dual Destinies,3DS,2013,Adventure,Capcom,0.0,0.0,0.38,0.0,0.38,3.4
The Legend of Zelda: Oracle of Seasons,GB,2001,Adventure,Nintendo,0.87,0.52,0.41,0.06,1.86,3.7
God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment,1.23,0.68,0.04,0.34,2.29,2.9
Xenosaga Episode III: Also sprach Zarathustra,PS2,2006,Role-Playing,Namco Bandai Games,0.09,0.07,0.18,0.02,0.37,4.3
Kirby's Dream Land 3,SNES,1997,Platform,Nintendo,0.0,0.0,0.36,0.0,0.36,3.4
Castlevania: Harmony of Dissonance,GBA,2002,Platform,Konami Digital Entertainment,0.16,0.06,0.04,0.0,0.26,3.2
Shantae and the Pirate's Curse,3DS,2015,Platform,Intergrow,0.0,0.0,0.03,0.0,0.03,3.8
Final Fantasy IV,DS,2007,Simulation,Square Enix,0.54,0.05,0.62,0.05,1.26,3.7
Final Fantasy IV,PS,1997,Simulation,SquareSoft,0.0,0.0,0.29,0.02,0.31,3.7
Castlevania III: Dracula's Curse,NES,1989,Platform,Konami Digital Entertainment,0.4,0.07,0.37,0.01,0.85,3.6
Call of Duty: Advanced Warfare,PS4,2014,Shooter,Activision,2.8,3.3,0.14,1.37,7.6,2.5
Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision,3.21,1.53,0.01,0.38,5.13,2.5
Call of Duty: Advanced Warfare,PS3,2014,Shooter,Activision,1.54,1.94,0.19,0.77,4.45,2.5
Call of Duty: Advanced Warfare,X360,2014,Shooter,Activision,2.75,1.18,0.0,0.37,4.31,2.5
Call of Duty: Advanced Warfare,PC,2014,Shooter,Activision,0.14,0.23,0.0,0.04,0.41,2.5
The Legend of Heroes: Trails of Cold Steel,PSV,2013,Role-Playing,Nippon Ichi Software,0.08,0.05,0.14,0.04,0.31,3.7
The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.04,0.12,0.02,0.22,3.7
Mario Kart: Super Circuit,GBA,2001,Racing,Nintendo,2.62,1.64,0.99,0.23,5.47,2.8
Tetris,GB,1989,Puzzle,Nintendo,23.2,2.26,4.22,0.58,30.26,4.0
Tetris,NES,1988,Puzzle,Nintendo,2.97,0.69,1.81,0.11,5.58,4.0
Rule of Rose,PS2,2006,Action,505 Games,0.01,0.01,0.0,0.0,0.02,3.8
Lollipop Chainsaw,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.26,0.21,0.11,0.09,0.67,3.4
Lollipop Chainsaw,X360,2012,Action,Warner Bros. Interactive Entertainment,0.31,0.13,0.02,0.04,0.49,3.4
Resident Evil: Revelations,3DS,2012,Action,Capcom,0.3,0.22,0.3,0.05,0.88,3.2
Resident Evil: Revelations,PS3,2013,Action,Capcom,0.14,0.32,0.22,0.12,0.8,3.2
Resident Evil: Revelations,X360,2013,Action,Capcom,0.12,0.11,0.02,0.02,0.27,3.2
Resident Evil: Revelations,WiiU,2013,Action,Capcom,0.07,0.08,0.03,0.01,0.2,3.2
Resident Evil: Revelations,PC,2013,Action,Capcom,0.0,0.03,0.0,0.01,0.04,3.2
Shin Megami Tensei,PS,2001,Role-Playing,Atlus,0.0,0.0,0.09,0.01,0.09,3.3
Tomb Raider,PS,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,3.3
Tomb Raider,PC,1996,Action,Eidos Interactive,0.96,0.07,0.0,0.0,1.03,3.3
Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48,3.6
Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,1.33,1.12,0.08,0.45,2.97,3.6
Battlefield: Bad Company 2,PC,2010,Shooter,Electronic Arts,0.19,0.53,0.0,0.0,0.71,3.6
Ninja Gaiden Black,XB,2005,Action,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.09,4.3
Sid Meier's Civilization V,PC,2010,Strategy,Take-Two Interactive,0.98,0.52,0.0,0.19,1.69,3.9
Fire Emblem: Shadow Dragon,DS,2008,Role-Playing,Nintendo,0.31,0.03,0.27,0.03,0.65,3.2
Tomodachi Life,3DS,2013,Simulation,Nintendo,0.96,2.02,1.89,0.28,5.15,3.7
LEGO Harry Potter: Years 1-4,Wii,2010,Action,Warner Bros. Interactive Entertainment,1.29,0.97,0.0,0.23,2.49,3.2
LEGO Harry Potter: Years 1-4,DS,2010,Action,Warner Bros. Interactive Entertainment,1.07,1.05,0.0,0.23,2.35,3.2
LEGO Harry Potter: Years 1-4,X360,2010,Action,Warner Bros. Interactive Entertainment,0.95,0.5,0.0,0.14,1.59,3.2
LEGO Harry Potter: Years 1-4,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.55,0.6,0.0,0.22,1.37,3.2
LEGO Harry Potter: Years 1-4,PSP,2010,Action,Warner Bros. Interactive Entertainment,0.14,0.37,0.0,0.19,0.71,3.2
LEGO Harry Potter: Years 1-4,PC,2010,Action,Warner Bros. Interactive Entertainment,0.01,0.01,0.0,0.0,0.02,3.2
Dragon Quest V: Hand of the Heavenly Bride,DS,2008,Role-Playing,Square Enix,0.19,0.02,1.36,0.02,1.6,4.2
Sonic Lost World,3DS,2013,Platform,Sega,0.24,0.15,0.07,0.03,0.49,2.5
Sonic Lost World,WiiU,2013,Platform,Sega,0.24,0.12,0.01,0.03,0.4,2.5
Halo 5: Guardians,XOne,2015,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26,2.5
Ultimate Spider-Man,PS2,2005,Action,Activision,0.6,0.02,0.0,0.1,0.72,3.6
Ultimate Spider-Man,XB,2005,Action,Activision,0.26,0.11,0.0,0.02,0.39,3.6
Ultimate Spider-Man,GC,2005,Action,Activision,0.29,0.07,0.0,0.01,0.37,3.6
Ultimate Spider-Man,GBA,2005,Action,Activision,0.22,0.08,0.0,0.01,0.3,3.6
Ultimate Spider-Man,DS,2005,Action,Activision,0.14,0.0,0.0,0.01,0.16,3.6
Secret of Mana,SNES,1993,Role-Playing,SquareSoft,0.25,0.07,1.49,0.02,1.83,3.3
Mega Man Legends,PS,1997,Adventure,Capcom,0.39,0.26,0.12,0.05,0.83,3.7
Dante's Inferno,PS3,2010,Action,Electronic Arts,0.64,0.28,0.04,0.13,1.09,3.2
Dante's Inferno,X360,2010,Action,Electronic Arts,0.63,0.2,0.02,0.07,0.92,3.2
Dante's Inferno,PSP,2010,Action,Electronic Arts,0.12,0.03,0.01,0.03,0.19,3.2
Haunting Ground,PS2,2005,Action,Capcom,0.03,0.03,0.0,0.01,0.07,3.8
Fire Emblem: Thracia 776,SNES,1999,Strategy,Nintendo,0.0,0.0,0.26,0.0,0.26,4.1
Pikmin 3,WiiU,2013,Strategy,Nintendo,0.45,0.31,0.29,0.06,1.11,4.0
Chaos;Head Noah,X360,2009,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,4.0
Chaos;Head Noah,PSP,2010,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,4.0
Chaos;Head Noah,PSV,2014,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,4.0
Crysis,PC,2007,Shooter,Electronic Arts,0.0,0.69,0.0,0.03,0.72,3.2
Sonic and the Secret Rings,Wii,2007,Platform,Sega,1.24,1.2,0.04,0.3,2.77,1.9
Mario Party 2,N64,1999,Misc,Nintendo,1.28,0.14,1.08,0.01,2.5,3.7
Animal Crossing,GC,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,3.9
Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,0.78,0.75,0.89,0.26,2.68,3.3
Final Fantasy XIII-2,X360,2011,Role-Playing,Square Enix,0.36,0.3,0.02,0.06,0.74,3.3
Fatal Frame II: Crimson Butterfly,PS2,2003,Action,Ubisoft,0.08,0.06,0.0,0.02,0.16,4.2
Disney's Aladdin,SNES,1993,Platform,Capcom,0.94,0.34,0.21,0.27,1.75,3.4
Disney's Aladdin,GBA,2003,Platform,Capcom,0.02,0.01,0.0,0.0,0.03,3.4
Fable II,X360,2008,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31,3.6
Lightning Returns: Final Fantasy XIII,PS3,2013,Role-Playing,Square Enix,0.31,0.22,0.45,0.12,1.1,3.1
Lightning Returns: Final Fantasy XIII,X360,2013,Role-Playing,Square Enix,0.15,0.1,0.01,0.02,0.29,3.1
Yakuza 2,PS2,2006,Adventure,Sega,0.05,0.04,0.84,0.16,1.09,4.0
F-Zero X,N64,1998,Racing,Nintendo,0.45,0.33,0.29,0.03,1.1,3.9
Super Mario Sunshine,GC,2002,Platform,Nintendo,4.01,1.26,0.87,0.17,6.31,3.7
Mega Man X5,PS,2000,Platform,Capcom,0.3,0.21,0.2,0.05,0.75,3.2
Mega Man 7,SNES,1995,Platform,Laguna,0.03,0.01,0.23,0.01,0.28,3.5
Metal Gear Solid: The Twin Snakes,GC,2004,Action,Konami Digital Entertainment,0.3,0.08,0.07,0.01,0.47,3.6
The Simpsons Game,DS,2007,Action,Electronic Arts,0.57,0.79,0.0,0.17,1.53,3.0
The Simpsons Game,PS2,2007,Action,Electronic Arts,0.35,0.03,0.0,1.13,1.51,3.0
The Simpsons Game,PSP,2007,Action,Electronic Arts,0.24,0.55,0.0,0.31,1.09,3.0
The Simpsons Game,X360,2007,Action,Electronic Arts,0.54,0.4,0.0,0.11,1.05,3.0
The Simpsons Game,Wii,2007,Action,Electronic Arts,0.45,0.47,0.0,0.11,1.03,3.0
The Simpsons Game,PS3,2007,Action,Electronic Arts,0.38,0.37,0.0,0.15,0.91,3.0
Mega Man Zero 2,GBA,2003,Platform,Capcom,0.18,0.07,0.17,0.01,0.43,3.7
Crash of the Titans,PSP,2007,Action,Vivendi Games,0.25,0.25,0.0,0.15,0.64,3.0
Crash of the Titans,DS,2007,Action,Vivendi Games,0.42,0.02,0.0,0.04,0.49,3.0
Crash of the Titans,Wii,2007,Action,Vivendi Games,0.4,0.03,0.0,0.04,0.46,3.0
Crash of the Titans,PS2,2007,Action,Vivendi Games,0.34,0.01,0.0,0.06,0.41,3.0
Crash of the Titans,X360,2007,Action,Vivendi Games,0.27,0.02,0.0,0.03,0.32,3.0
The Witcher,PC,2007,Role-Playing,Atari,0.0,0.05,0.0,0.01,0.06,3.0
Final Fantasy III,SNES,1994,Role-Playing,SquareSoft,0.86,0.0,2.55,0.02,3.42,3.1
Final Fantasy III,DS,2006,Role-Playing,Square Enix,0.91,0.05,1.07,0.09,2.12,3.1
Final Fantasy III,NES,1990,Role-Playing,SquareSoft,0.0,0.0,1.39,0.01,1.4,3.1
Final Fantasy III,PSP,2012,Role-Playing,Square Enix,0.0,0.0,0.11,0.0,0.11,3.1
Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,3.5
Star Wars: Battlefront,XB,2004,Shooter,Activision,1.24,0.45,0.0,0.07,1.75,3.5
Star Wars: Battlefront,PC,2004,Shooter,LucasArts,0.06,0.12,0.0,0.02,0.2,3.5
Ikaruga,GC,2003,Shooter,Atari,0.07,0.02,0.0,0.0,0.09,4.0
Ys: The Oath in Felghana,PSP,2010,Role-Playing,Falcom Corporation,0.09,0.0,0.04,0.01,0.14,4.0
Armored Core 2,PS2,2000,Simulation,Ubisoft,0.28,0.22,0.23,0.07,0.79,3.6
Advance Wars,GBA,2001,Strategy,Nintendo,0.5,0.19,0.0,0.01,0.7,3.7
Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,Nintendo,1.16,0.06,0.83,0.0,2.05,3.7
WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,0.87,1.06,0.73,0.26,2.92,3.9
Puyo Puyo Tetris,3DS,2014,Puzzle,Sega,0.0,0.0,0.11,0.0,0.11,3.8
Puyo Puyo Tetris,PSV,2014,Puzzle,Sega,0.0,0.0,0.05,0.0,0.05,3.8
Puyo Puyo Tetris,PS3,2014,Puzzle,Sega,0.0,0.0,0.04,0.0,0.04,3.8
Puyo Puyo Tetris,WiiU,2014,Puzzle,Sega,0.0,0.0,0.02,0.0,0.02,3.8
Prince of Persia: Warrior Within,PS2,2004,Action,Ubisoft,0.54,0.88,0.0,0.22,1.64,3.5
Prince of Persia: Warrior Within,XB,2004,Action,Ubisoft,0.48,0.28,0.0,0.04,0.8,3.5
Prince of Persia: Warrior Within,GC,2004,Action,Ubisoft,0.15,0.04,0.0,0.01,0.2,3.5
Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89,4.2
Doom,PS,1994,Shooter,Infogrames,0.43,0.3,0.0,0.05,0.78,3.9
Doom,GBA,2001,Shooter,Activision,0.1,0.04,0.0,0.0,0.14,3.9
Doom,PC,1992,Shooter,id Software,0.02,0.0,0.0,0.0,0.03,3.9
Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61,2.8
Tom Clancy's The Division,XOne,2016,Shooter,Ubisoft,1.2,0.62,0.0,0.18,2.01,2.8
Tom Clancy's The Division,PC,2016,Shooter,Ubisoft,0.2,0.14,0.0,0.03,0.37,2.8
Crysis 2,X360,2011,Action,Electronic Arts,0.7,0.5,0.02,0.12,1.35,3.1
Crysis 2,PS3,2011,Action,Electronic Arts,0.45,0.57,0.06,0.21,1.3,3.1
Crysis 2,PC,2011,Action,Electronic Arts,0.16,0.45,0.0,0.13,0.74,3.1
Condemned: Criminal Origins,X360,2005,Action,Sega,0.36,0.03,0.0,0.03,0.42,3.5
PlayStation All-Stars Battle Royale,PS3,2012,Action,Sony Computer Entertainment,0.5,0.28,0.04,0.14,0.96,2.4
PlayStation All-Stars Battle Royale,PSV,2012,Action,Sony Computer Entertainment,0.26,0.15,0.01,0.1,0.52,2.4
Mount & Blade: Warband,PC,2010,Role-Playing,Paradox Interactive,0.01,0.01,0.0,0.0,0.02,3.9
Digimon World: Next Order,PSV,2016,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,3.1
Odin Sphere: Leifthrasir,PS4,2016,Role-Playing,Nippon Ichi Software,0.06,0.03,0.07,0.02,0.18,4.1
Odin Sphere: Leifthrasir,PSV,2016,Role-Playing,Nippon Ichi Software,0.02,0.03,0.08,0.02,0.15,4.1
Odin Sphere: Leifthrasir,PS3,2016,Role-Playing,Nippon Ichi Software,0.01,0.02,0.03,0.01,0.06,4.1
Bulletstorm,X360,2011,Shooter,Electronic Arts,0.61,0.32,0.01,0.08,1.02,3.2
Bulletstorm,PS3,2011,Shooter,Electronic Arts,0.23,0.2,0.01,0.08,0.53,3.2
Bulletstorm,PC,2011,Shooter,Electronic Arts,0.07,0.07,0.0,0.02,0.16,3.2
The Witcher 2: Assassins of Kings,PC,2011,Action,Namco Bandai Games,0.25,0.56,0.0,0.15,0.96,3.6
The Witcher 2: Assassins of Kings,X360,2012,Action,Namco Bandai Games,0.48,0.36,0.02,0.08,0.94,3.6
Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1.87,1.12,1.32,0.37,4.68,3.4
Mario Party 4,GC,2002,Misc,Nintendo,1.13,0.36,0.92,0.07,2.47,3.5
Mario Party 3,N64,2000,Misc,Nintendo,0.72,0.16,1.01,0.02,1.91,3.7
Prince of Persia,PS3,2008,Action,Ubisoft,0.47,0.41,0.03,0.18,1.08,3.0
Prince of Persia,X360,2008,Action,Ubisoft,0.54,0.35,0.02,0.1,1.01,3.0
Sonic Rush Adventure,DS,2007,Platform,Sega,0.54,0.49,0.01,0.12,1.17,3.5
Destroy All Humans!,PS2,2005,Shooter,THQ,0.78,0.03,0.0,0.13,0.94,3.2
Destroy All Humans!,XB,2005,Shooter,THQ,0.34,0.11,0.0,0.02,0.46,3.2
Marvel vs. Capcom: Clash of Super Heroes,PS,1999,Fighting,Capcom,0.43,0.3,0.0,0.05,0.78,3.7
Marvel vs. Capcom: Clash of Super Heroes,DC,1999,Fighting,Capcom,0.0,0.0,0.1,0.0,0.1,3.7
Mega Man X6,PS,2001,Action,Capcom,0.14,0.1,0.16,0.03,0.42,2.3
Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Fighting,Atari,0.96,0.12,0.54,0.04,1.66,2.9
Ape Escape 3,PS2,2005,Platform,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,4.3
Toy Story 2: Buzz Lightyear to the Rescue!,PS,1998,Platform,Activision,0.99,0.64,0.0,0.08,1.71,3.4
Toy Story 2: Buzz Lightyear to the Rescue!,N64,1999,Platform,Activision,0.71,0.2,0.0,0.01,0.93,3.4
Rayman Raving Rabbids,Wii,2006,Misc,Ubisoft,1.23,0.07,0.02,0.11,1.44,2.7
Rayman Raving Rabbids,X360,2007,Misc,Ubisoft,0.18,0.01,0.0,0.02,0.21,2.7
Rayman Raving Rabbids,DS,2007,Misc,Ubisoft,0.13,0.01,0.0,0.01,0.15,2.7
Rayman Raving Rabbids,PC,2006,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.01,2.7
MadWorld,Wii,2009,Action,Sega,0.46,0.25,0.02,0.07,0.8,3.5
Call of Duty 3,X360,2006,Shooter,Activision,1.49,0.93,0.02,0.27,2.71,2.8
Call of Duty 3,PS3,2006,Shooter,Activision,0.6,0.63,0.03,0.26,1.52,2.8
Call of Duty 3,PS2,2006,Shooter,Activision,0.89,0.03,0.0,0.15,1.07,2.8
Warcraft III: The Frozen Throne,PC,2003,Strategy,Activision,0.58,0.87,0.0,0.09,1.54,4.3
Scribblenauts,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,1.71,0.32,0.02,0.18,2.22,3.2
Rock Band 2,X360,2008,Misc,Electronic Arts,1.78,0.24,0.0,0.18,2.2,4.0
Rock Band 2,PS3,2008,Misc,MTV Games,1.13,0.2,0.0,0.16,1.5,4.0
Rock Band 2,Wii,2008,Misc,MTV Games,0.94,0.01,0.0,0.08,1.03,4.0
Rock Band 2,PS2,2008,Misc,MTV Games,0.29,0.23,0.0,0.08,0.59,4.0
Armored Core 4,X360,2007,Simulation,505 Games,0.19,0.01,0.03,0.02,0.25,3.7
Armored Core 4,PS3,2006,Simulation,505 Games,0.09,0.0,0.09,0.01,0.2,3.7
Tekken 6,PS3,2009,Fighting,Namco Bandai Games,1.2,0.98,0.17,0.43,2.78,3.4
Tekken 6,X360,2009,Fighting,Namco Bandai Games,0.71,0.42,0.05,0.13,1.31,3.4
Tekken 6,PSP,2009,Fighting,Namco Bandai Games,0.15,0.04,0.1,0.03,0.32,3.4
Mortal Kombat 3,SNES,1994,Fighting,Acclaim Entertainment,1.19,0.29,0.0,0.05,1.53,3.1
Mortal Kombat 3,GEN,1994,Fighting,Acclaim Entertainment,1.03,0.27,0.0,0.04,1.34,3.1
Mortal Kombat 3,PS,1995,Fighting,Sony Computer Entertainment,0.29,0.2,0.02,0.04,0.55,3.1
Crash Nitro Kart,PS2,2003,Racing,Vivendi Games,0.74,1.01,0.0,0.2,1.95,3.1
Crash Nitro Kart,GBA,2003,Racing,Vivendi Games,0.33,0.12,0.0,0.01,0.46,3.1
Crash Nitro Kart,XB,2003,Racing,Vivendi Games,0.24,0.07,0.0,0.01,0.31,3.1
Crash Nitro Kart,GC,2003,Racing,Vivendi Games,0.2,0.05,0.0,0.01,0.26,3.1
Tales of Vesperia,X360,2008,Role-Playing,Atari,0.32,0.18,0.19,0.05,0.75,3.9
Tales of Vesperia,PS3,2009,Role-Playing,Namco Bandai Games,0.0,0.0,0.45,0.0,0.45,3.9
Mega Man X8,PS2,2004,Platform,Capcom,0.14,0.11,0.0,0.04,0.29,3.3
Suikoden,PS,1995,Role-Playing,Konami Digital Entertainment,0.21,0.14,0.21,0.04,0.6,3.6
Binary Domain,PS3,2012,Action,Sega,0.09,0.08,0.14,0.03,0.33,3.5
Binary Domain,X360,2012,Action,Sega,0.09,0.07,0.02,0.02,0.19,3.5
Shin Megami Tensei: Devil Survivor,DS,2009,Role-Playing,Atlus,0.14,0.0,0.12,0.01,0.27,3.9
JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,2.8
JoJo's Bizarre Adventure: Eyes of Heaven,PS3,2015,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,2.8
Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35,3.0
The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,2.9
The Simpsons: Road Rage,GBA,2003,Racing,THQ,0.86,0.32,0.0,0.02,1.19,2.9
The Simpsons: Road Rage,XB,2001,Racing,Electronic Arts,0.78,0.26,0.0,0.01,1.05,2.9
The Simpsons: Road Rage,GC,2001,Racing,Electronic Arts,0.19,0.05,0.0,0.01,0.24,2.9
Machinarium,PC,2009,Adventure,Daedalic,0.0,0.09,0.0,0.02,0.11,3.7
Tales of Zestiria,PS3,2015,Role-Playing,Namco Bandai Games,0.05,0.09,0.42,0.03,0.59,2.7
Tales of Zestiria,PS4,2015,Role-Playing,Namco Bandai Games,0.16,0.15,0.02,0.06,0.38,2.7
Black,PS2,2006,Shooter,Electronic Arts,1.01,0.04,0.03,0.16,1.25,3.4
Black,XB,2006,Shooter,Electronic Arts,0.31,0.09,0.0,0.01,0.42,3.4
Mario Super Sluggers,Wii,2008,Sports,Nintendo,1.51,0.0,0.29,0.12,1.93,3.7
Worms Armageddon,PS,1999,Strategy,Microprose,0.18,0.81,0.0,0.08,1.06,3.8
Worms Armageddon,N64,1999,Strategy,Infogrames,0.03,0.01,0.0,0.0,0.04,3.8
Street Fighter II Turbo,SNES,1992,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,3.7
Tekken 4,PS2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,3.4
Mega Man X7,PS2,2003,Action,Capcom,0.22,0.17,0.14,0.06,0.58,1.4
Final Fantasy I & II: Dawn of Souls,GBA,2004,Role-Playing,Nintendo,0.64,0.24,0.29,0.02,1.19,3.4
Mega Man ZX,DS,2006,Platform,Capcom,0.18,0.0,0.1,0.02,0.3,3.7
Silent Hill 2: Restless Dreams,XB,2001,Action,Konami Digital Entertainment,0.21,0.06,0.0,0.01,0.28,4.5
Quake II,PS,1998,Shooter,Activision,0.23,0.16,0.0,0.03,0.41,3.4
Quake II,N64,1999,Shooter,Activision,0.24,0.06,0.0,0.0,0.3,3.4
NBA Jam,GEN,1992,Sports,Arena Entertainment,1.75,0.25,0.0,0.05,2.05,3.6
NBA Jam,SNES,1994,Sports,Acclaim Entertainment,1.19,0.16,0.0,0.03,1.39,3.6
NBA Jam,Wii,2010,Sports,Electronic Arts,0.38,0.03,0.0,0.03,0.43,3.6
NBA Jam,PS2,2003,Sports,Acclaim Entertainment,0.2,0.16,0.0,0.05,0.41,3.6
NBA Jam,X360,2010,Sports,Electronic Arts,0.27,0.1,0.0,0.03,0.4,3.6
NBA Jam,PS3,2010,Sports,Electronic Arts,0.22,0.12,0.0,0.06,0.4,3.6
NBA Jam,XB,2003,Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14,3.6
Mario vs. Donkey Kong,GBA,2004,Puzzle,Nintendo,0.68,0.25,0.21,0.02,1.17,3.3
Remember Me,PS3,2013,Action,Capcom,0.1,0.18,0.0,0.07,0.35,2.9
Remember Me,X360,2013,Action,Capcom,0.1,0.07,0.0,0.02,0.18,2.9
Remember Me,PC,2013,Action,Capcom,0.0,0.05,0.0,0.01,0.06,2.9
Alpha Protocol,PS3,2010,Role-Playing,Sega,0.19,0.18,0.0,0.07,0.43,3.3
Alpha Protocol,X360,2010,Role-Playing,Sega,0.23,0.13,0.0,0.04,0.4,3.3
Alpha Protocol,PC,2010,Role-Playing,Sega,0.0,0.03,0.0,0.01,0.04,3.3
Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,1.05,1.25,0.03,0.48,2.81,3.3
Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts,1.03,0.98,0.0,0.21,2.22,3.3
Need for Speed: Hot Pursuit,Wii,2010,Racing,Electronic Arts,0.18,0.24,0.0,0.05,0.48,3.3
Need for Speed: Hot Pursuit,PC,2010,Racing,Electronic Arts,0.12,0.2,0.0,0.06,0.38,3.3
Ratchet & Clank: Size Matters,PSP,2007,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77,2.8
Ratchet & Clank: Size Matters,PS2,2008,Platform,Sony Computer Entertainment,0.13,0.1,0.03,0.03,0.29,2.8
Mario Power Tennis,GC,2004,Sports,Nintendo,0.58,0.16,0.46,0.03,1.22,3.5
Ms. Pac-Man,2600,1981,Puzzle,Atari,1.54,0.1,0.0,0.02,1.65,3.6
Gun,PS2,2005,Shooter,Activision,0.98,0.04,0.0,0.16,1.17,3.3
Gun,XB,2005,Shooter,Activision,0.38,0.12,0.0,0.02,0.52,3.3
Gun,GC,2005,Shooter,Activision,0.14,0.04,0.0,0.0,0.18,3.3
Naruto: Ultimate Ninja 3,PS2,2005,Fighting,Atari,0.36,0.01,0.0,0.06,0.44,3.5
Superman: The New Superman Adventures,N64,1999,Action,Titus,0.33,0.07,0.0,0.0,0.41,0.7
The Lord of the Rings: The Two Towers,PS2,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,3.3
The Lord of the Rings: The Two Towers,GBA,2002,Action,Electronic Arts,0.53,0.2,0.0,0.01,0.74,3.3
The Lord of the Rings: The Two Towers,XB,2002,Action,Electronic Arts,0.45,0.24,0.0,0.03,0.71,3.3
The Lord of the Rings: The Two Towers,GC,2002,Action,Electronic Arts,0.41,0.11,0.0,0.01,0.53,3.3
FIFA 14,PS3,2013,Sports,Electronic Arts,0.78,4.32,0.07,1.73,6.9,3.2
FIFA 14,X360,2013,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31,3.2
FIFA 14,PS4,2013,Sports,Electronic Arts,0.61,1.85,0.11,0.33,2.9,3.2
FIFA 14,XOne,2013,Sports,Electronic Arts,0.41,0.66,0.0,0.12,1.19,3.2
FIFA 14,PSV,2013,Sports,Electronic Arts,0.11,0.25,0.01,0.13,0.5,3.2
FIFA 14,PC,2013,Sports,Electronic Arts,0.01,0.36,0.0,0.06,0.43,3.2
FIFA 14,Wii,2013,Sports,Electronic Arts,0.0,0.38,0.0,0.05,0.43,3.2
FIFA 14,3DS,2013,Sports,Electronic Arts,0.0,0.23,0.0,0.03,0.25,3.2
FIFA 14,PSP,2013,Sports,Electronic Arts,0.0,0.16,0.0,0.07,0.23,3.2
The Warriors,PS2,2005,Action,Take-Two Interactive,0.44,0.02,0.0,0.07,0.53,3.9
The Warriors,XB,2005,Action,Take-Two Interactive,0.21,0.06,0.0,0.01,0.28,3.9
The Warriors,PSP,2007,Action,Take-Two Interactive,0.23,0.02,0.0,0.03,0.28,3.9
Mega Man ZX Advent,DS,2007,Platform,Capcom,0.23,0.0,0.09,0.02,0.35,3.6
Twisted Metal,PS,1995,Action,Sony Computer Entertainment,1.32,0.19,0.0,0.05,1.56,3.1
